case_id,prediction_date,project_type,project_category,project_value_crore,project_length_km,project_priority,executing_agency,state,district,urban_rural,land_area_acres,required_area_acres,land_type,land_use,land_value_lakh,circle_rate_lakh,parcel_accessibility,distance_to_project_km,number_of_owners,number_of_coowners,number_of_legal_heirs,joint_ownership,ownership_conflict,mutation_pending,title_clarity,encumbrance_flag,existing_legal_case,number_of_legal_cases,case_age_days,court_level,stay_order,injunction_status,objection_filed,compensation_dispute,land_record_available,title_document_available,mutation_status,survey_completed,ownership_verified,missing_document_count,document_conflict,estimated_compensation_lakh,approved_compensation_lakh,compensation_paid_lakh,compensation_pending,number_of_beneficiaries,bank_account_verified,notification_issued,pending_approval_count,department_count,interdepartmental_dependencies,file_movement_count,days_at_current_stage,total_file_age_days,families_affected,rr_applicable,rr_package_approved,rr_payment_status,number_of_objections,public_hearing_status,community_resistance,delayed,delay_days,delay_reason
LA028871,2022-12-06,Railway,State Infrastructure,203.23,14.06,Medium,Power Utility,Punjab,Amritsar,Urban,1.06,0.89,Mixed,Industrial,86.38,83.85,Low,0.8,2,1,1,1,0,0,High,0,1,4,853,District Court,1,1,0,0,1,0,Completed,1,0,1,0,46.97,39.72,32.68,1,2,1,1,1,2,1,4,46,123,4,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,LEGAL_DISPUTE
LA028872,2025-03-28,Highway,State Infrastructure,53.57,20.36,Medium,NHAI,Odisha,Ganjam,Semi-Urban,5.48,4.59,Residential,Institutional,236.92,247.99,High,0.45,2,1,2,1,0,0,High,1,1,3,1462,District Court,1,0,0,0,1,1,Under Verification,1,0,3,1,298.11,263.98,36.73,1,5,1,1,4,3,0,8,68,282,4,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028873,2023-08-23,Metro,Regional Infrastructure,97.76,5.95,Normal,Power Utility,Jharkhand,Hazaribagh,Semi-Urban,1.87,1.74,Industrial,Residential,126.67,116.22,High,1.47,3,2,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,103.81,106.43,37.43,1,5,1,0,2,5,1,5,19,136,2,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028874,2025-07-03,Railway,Regional Infrastructure,61.12,7.61,High,State PWD,Rajasthan,Kota,Rural,15.61,12.67,Mixed,Mixed,385.87,373.06,Moderate,0.01,6,5,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,510.01,479.98,94.74,1,6,1,1,2,2,2,5,83,235,0,0,0,Not Applicable,2,Scheduled,Low,1,348,ADMINISTRATIVE_APPROVAL
LA028875,2025-02-15,Industrial Corridor,Regional Infrastructure,293.09,14.08,Medium,Indian Railways,Odisha,Puri,Rural,4.5,3.1,Agricultural,Mixed,291.65,290.73,Moderate,0.06,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,128.6,118.64,29.82,1,4,1,1,1,1,4,3,117,305,7,1,1,Approved,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028876,2022-03-01,Highway,Regional Infrastructure,56.09,5.38,Medium,Indian Railways,West Bengal,Nadia,Urban,6.72,4.32,Residential,Industrial,302.32,244.72,Moderate,0.09,3,2,1,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,418.28,373.53,337.99,1,3,0,1,0,2,1,1,17,93,7,1,0,Not Started,4,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA028877,2025-03-02,Railway,National Infrastructure,233.95,26.11,Medium,State Irrigation Dept,Haryana,Rohtak,Urban,3.9,3.37,Commercial,Institutional,79.38,64.25,High,0.51,1,0,1,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,2,1,116.46,107.36,27.27,1,2,1,1,0,4,0,2,24,103,7,1,1,Payment Pending,3,Completed,Low,1,95,DOCUMENTATION
LA028878,2024-03-27,Highway,State Infrastructure,175.86,12.32,Medium,NHAI,Bihar,Nalanda,Urban,1.74,1.57,Commercial,Commercial,106.39,99.05,Moderate,1.83,4,3,0,1,0,0,High,1,1,2,774,District Court,0,1,0,0,1,1,Completed,1,1,1,0,67.25,67.93,45.28,1,5,1,1,3,3,1,7,35,233,2,0,0,Not Applicable,0,Not Required,Low,1,176,ADMINISTRATIVE_APPROVAL
LA028879,2025-07-05,Metro,State Infrastructure,295.27,45.62,Medium,NHAI,Haryana,Hisar,Semi-Urban,3.28,2.11,Government,Mixed,240.92,180.79,High,1.22,5,4,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,144.01,146.64,74.16,1,7,1,1,0,7,2,3,21,170,4,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA028880,2024-07-29,Railway,National Infrastructure,164.37,41.33,Normal,Indian Railways,West Bengal,Howrah,Rural,2.24,1.26,Residential,Mixed,59.88,45.95,Moderate,0.14,3,2,2,1,1,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,123.59,109.74,26.86,1,4,1,1,2,2,1,12,26,192,3,0,0,Not Applicable,2,Scheduled,Low,0,0,OWNERSHIP_CONFLICT
LA028881,2025-05-04,Canal,National Infrastructure,146.77,9.51,Medium,Urban Development Authority,Madhya Pradesh,Jabalpur,Semi-Urban,11.88,8.35,Industrial,Agriculture,1004.91,1005.41,Moderate,0.03,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,356.03,296.21,67.91,1,3,1,1,2,5,1,6,45,229,3,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028882,2023-12-19,Industrial Corridor,National Infrastructure,351.89,9.73,Normal,Metro Corporation,Madhya Pradesh,Indore,Rural,1.37,0.62,Industrial,Agriculture,33.85,30.62,Moderate,0.25,1,0,1,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,0,0,73.79,70.79,44.65,1,2,1,0,2,3,1,4,30,263,6,1,1,Approved,3,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028883,2024-04-14,Power Transmission,State Infrastructure,112.3,24.67,Normal,Indian Railways,Haryana,Gurugram,Rural,2.85,2.01,Commercial,Residential,176.55,171.38,High,0.33,4,3,0,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,151.75,142.9,101.86,1,5,1,1,0,3,0,1,129,212,0,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,COMPENSATION
LA028884,2024-08-21,Railway,State Infrastructure,103.91,15.96,Medium,NHAI,Andhra Pradesh,Visakhapatnam,Rural,2.8,1.29,Commercial,Industrial,163.92,126.03,Moderate,0.12,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,0,0,0,0,154.5,157.66,116.57,1,4,1,1,2,4,2,9,102,412,2,0,0,Not Applicable,4,Re-hearing Required,Low,1,379,ADMINISTRATIVE_APPROVAL
LA028885,2022-09-30,Airport,Regional Infrastructure,287.54,14.49,High,NHAI,Maharashtra,Nagpur,Urban,5.83,5.03,Industrial,Institutional,107.94,113.16,Moderate,0.33,4,3,1,1,1,0,High,0,0,0,0,None,0,0,0,1,1,1,Pending,0,0,0,0,381.84,347.96,56.54,1,7,1,1,2,1,5,8,73,247,5,0,0,Not Applicable,2,Scheduled,Low,1,296,ADMINISTRATIVE_APPROVAL
LA028886,2023-08-06,Railway,National Infrastructure,243.0,13.38,Critical,Urban Development Authority,Maharashtra,Aurangabad,Semi-Urban,5.76,3.43,Industrial,Industrial,154.57,128.72,Moderate,0.92,5,4,2,1,0,0,High,1,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,216.63,221.48,162.23,1,6,1,1,1,3,0,7,53,134,1,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,OTHER
LA028887,2022-10-24,Canal,State Infrastructure,122.91,20.43,Normal,Indian Railways,Jharkhand,Bokaro,Rural,7.06,2.52,Residential,Institutional,318.0,316.81,Moderate,0.86,4,3,4,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,403.75,412.72,44.62,1,4,0,1,2,3,0,6,90,200,2,0,0,Not Applicable,2,Completed,Low,0,0,COMPENSATION
LA028888,2022-04-08,Industrial Corridor,National Infrastructure,56.91,6.51,Medium,NHAI,Rajasthan,Jaipur,Semi-Urban,2.66,1.63,Residential,Mixed,60.42,57.05,High,1.94,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Completed,1,0,0,0,135.83,139.34,40.02,1,4,1,0,0,4,1,4,56,175,1,0,0,Not Applicable,1,Completed,Low,0,0,COMPENSATION
LA028889,2022-10-22,Industrial Corridor,Regional Infrastructure,43.68,13.43,Normal,Urban Development Authority,Madhya Pradesh,Bhopal,Urban,22.52,20.53,Government,Institutional,1139.72,1008.88,High,2.85,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,835.86,739.9,253.56,1,1,1,0,0,2,0,3,32,73,3,0,0,Not Applicable,1,Completed,Low,0,0,DOCUMENTATION
LA028890,2024-06-16,Urban Infrastructure,National Infrastructure,84.32,5.67,High,NHAI,Andhra Pradesh,Vijayawada,Urban,16.7,13.29,Agricultural,Institutional,887.42,774.08,High,3.63,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,580.96,547.21,58.29,1,3,1,1,1,4,1,4,51,158,5,0,0,Not Applicable,1,Completed,Low,0,0,DOCUMENTATION
LA028891,2023-02-13,Railway,National Infrastructure,16.3,14.47,Medium,Indian Railways,Jharkhand,Hazaribagh,Rural,1.18,0.42,Industrial,Commercial,55.64,56.77,Moderate,0.09,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,53.97,45.42,32.86,1,2,1,1,1,6,2,7,56,129,0,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028892,2025-06-02,Industrial Corridor,National Infrastructure,90.21,14.03,Medium,State PWD,Bihar,Gaya,Rural,0.83,0.44,Agricultural,Institutional,20.1,21.0,Moderate,0.2,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,58.02,59.52,47.58,1,6,1,1,0,2,1,5,39,192,8,1,0,Not Started,2,Re-hearing Required,Low,1,181,DOCUMENTATION
LA028893,2025-06-27,Railway,National Infrastructure,98.45,12.77,High,Power Utility,Andhra Pradesh,Guntur,Urban,2.73,2.0,Agricultural,Agriculture,183.13,163.77,Moderate,1.51,2,1,0,1,0,0,High,1,1,3,631,District Court,1,0,0,0,1,1,Pending,1,0,1,1,93.14,81.12,77.18,0,3,1,1,3,4,0,9,44,265,5,0,0,Not Applicable,2,Completed,Low,1,376,ADMINISTRATIVE_APPROVAL
LA028894,2024-03-16,Highway,National Infrastructure,93.98,4.73,Medium,State Irrigation Dept,West Bengal,Hooghly,Rural,4.23,2.36,Agricultural,Industrial,303.08,318.01,Moderate,0.16,3,2,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,211.66,187.86,21.27,1,3,1,0,1,3,2,3,49,194,3,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028895,2025-12-07,Airport,National Infrastructure,104.55,9.29,High,State Irrigation Dept,Andhra Pradesh,Visakhapatnam,Urban,5.87,3.59,Commercial,Agriculture,109.36,96.68,Moderate,0.29,3,2,1,1,0,0,High,1,1,4,828,District Court,0,0,0,0,1,1,Completed,1,1,0,0,347.8,315.14,182.23,1,3,1,1,3,2,1,5,85,304,2,0,0,Not Applicable,1,Scheduled,Low,1,328,ADMINISTRATIVE_APPROVAL
LA028896,2022-03-21,Airport,National Infrastructure,379.74,15.89,Medium,Power Utility,West Bengal,Bardhaman,Urban,7.88,2.78,Mixed,Industrial,626.76,615.24,Moderate,0.16,2,1,2,1,0,0,High,0,0,0,0,None,0,0,1,0,1,0,Completed,1,0,2,1,454.16,413.0,198.8,1,2,1,0,1,4,1,7,57,99,4,0,0,Not Applicable,4,Completed,Low,0,0,DOCUMENTATION
LA028897,2023-05-14,Power Transmission,State Infrastructure,114.58,17.19,High,Metro Corporation,Madhya Pradesh,Bhopal,Rural,2.95,1.41,Residential,Institutional,181.59,167.5,High,0.63,3,2,4,1,1,1,High,0,0,0,0,None,0,0,0,0,1,0,Pending,1,0,1,0,204.26,197.1,166.12,1,4,1,1,0,4,4,3,12,90,4,0,0,Not Applicable,5,Completed,Low,0,0,OWNERSHIP_CONFLICT
LA028898,2022-02-06,Industrial Corridor,National Infrastructure,94.5,7.82,High,Indian Railways,Andhra Pradesh,Guntur,Rural,3.33,2.15,Agricultural,Industrial,114.3,94.72,Moderate,0.66,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,1,1,0,Completed,1,0,2,1,201.76,161.63,62.96,1,3,0,1,0,2,1,4,71,137,3,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA028899,2022-01-14,Urban Infrastructure,State Infrastructure,185.54,20.6,High,NHAI,Uttar Pradesh,Agra,Rural,0.91,0.5,Agricultural,Institutional,63.94,66.35,High,2.2,2,1,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,23.83,19.16,0.14,1,4,1,1,1,3,1,1,112,213,1,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028900,2024-09-06,Power Transmission,National Infrastructure,110.78,7.34,Normal,Indian Railways,West Bengal,Nadia,Urban,1.7,0.64,Commercial,Residential,50.61,42.66,Moderate,0.64,4,3,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Under Verification,1,0,0,0,67.47,61.79,5.1,1,5,1,1,1,2,2,4,64,112,3,0,0,Not Applicable,0,Not Required,Low,1,226,ADMINISTRATIVE_APPROVAL
LA028901,2023-12-01,Canal,National Infrastructure,33.26,47.84,Normal,NHAI,Odisha,Khordha,Rural,3.86,2.02,Agricultural,Industrial,172.27,140.5,Moderate,4.62,4,3,1,1,1,0,Low,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,210.59,191.46,51.53,1,5,0,1,1,5,2,8,74,273,2,0,0,Not Applicable,4,Completed,Low,1,255,ADMINISTRATIVE_APPROVAL
LA028902,2022-04-25,Highway,State Infrastructure,23.66,15.75,Medium,Indian Railways,Odisha,Ganjam,Urban,3.05,1.45,Government,Mixed,171.76,137.43,High,4.41,2,1,1,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,2,1,130.49,114.64,40.25,1,2,1,1,1,2,2,3,121,216,4,0,0,Not Applicable,10,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028903,2022-09-29,Highway,Regional Infrastructure,140.95,43.59,Critical,State PWD,Uttar Pradesh,Ghaziabad,Urban,1.34,0.95,Government,Institutional,48.94,,High,6.65,1,0,2,0,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,0,0,2,1,85.01,68.07,48.53,1,4,1,1,2,3,0,7,23,225,6,1,1,Payment Pending,4,Completed,Low,1,266,DOCUMENTATION
LA028904,2022-08-15,Highway,National Infrastructure,155.97,12.27,High,Urban Development Authority,Haryana,Panipat,Rural,2.88,1.68,Government,Agriculture,119.26,104.4,High,1.98,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,96.29,77.19,21.47,1,4,1,1,1,3,2,4,21,133,1,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028905,2022-03-02,Highway,State Infrastructure,250.59,5.53,High,Metro Corporation,Karnataka,Belagavi,Rural,4.42,1.55,Agricultural,Commercial,255.19,212.85,High,1.67,1,0,3,0,1,0,Low,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,105.5,95.63,7.41,1,3,1,1,2,2,0,6,71,231,1,0,0,Not Applicable,2,Scheduled,Low,1,273,OWNERSHIP_CONFLICT
LA028906,2022-09-26,Urban Infrastructure,State Infrastructure,70.73,7.34,High,Metro Corporation,Maharashtra,Aurangabad,Semi-Urban,1.59,1.3,Mixed,Commercial,53.4,43.37,Moderate,0.02,6,5,0,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,1,0,104.7,88.71,12.77,1,8,0,1,1,5,1,11,47,137,1,0,0,Not Applicable,10,Scheduled,Low,0,0,INTER_DEPARTMENT
LA028907,2025-05-13,Power Transmission,National Infrastructure,58.0,8.6,High,Indian Railways,Telangana,Warangal,Rural,3.62,3.13,Residential,Mixed,67.12,59.99,High,0.16,1,0,1,0,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,1,233.82,187.94,107.82,1,1,1,1,2,7,2,5,59,132,4,0,0,Not Applicable,1,Completed,Low,0,0,INTER_DEPARTMENT
LA028908,2023-05-06,Canal,National Infrastructure,161.38,19.95,Medium,Power Utility,Telangana,Hyderabad,Rural,2.42,1.81,Mixed,Mixed,198.25,166.47,Moderate,0.42,3,2,2,1,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,159.74,129.6,,1,3,1,0,1,5,0,8,37,132,4,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,COMPENSATION
LA028909,2023-06-19,Highway,State Infrastructure,216.55,15.06,High,Urban Development Authority,Karnataka,Dharwad,Rural,8.63,3.57,Government,Industrial,726.13,594.19,High,0.62,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,574.8,499.71,34.57,1,2,1,1,1,2,0,4,25,145,5,0,0,Not Applicable,2,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028910,2022-07-09,Canal,National Infrastructure,45.93,43.75,High,Urban Development Authority,Odisha,Puri,Semi-Urban,6.5,2.53,Agricultural,Residential,238.0,221.57,Moderate,0.04,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,259.55,245.54,202.42,1,2,1,1,0,5,2,3,14,140,2,0,0,Not Applicable,1,Completed,Low,0,0,INTER_DEPARTMENT
LA028911,2023-05-02,Power Transmission,State Infrastructure,247.7,11.86,Medium,Urban Development Authority,Telangana,Warangal,Rural,0.3,0.11,Mixed,Agriculture,24.44,22.31,Moderate,0.03,2,1,4,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,0,1,1,0,10.86,9.76,6.3,1,2,1,1,2,4,1,5,50,208,3,0,0,Not Applicable,2,Scheduled,Low,1,107,ADMINISTRATIVE_APPROVAL
LA028912,2022-05-14,Railway,National Infrastructure,96.39,10.62,High,State Irrigation Dept,Madhya Pradesh,Indore,Rural,5.86,3.71,Government,Mixed,398.15,339.94,High,0.17,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,3,0,402.99,322.74,314.67,0,3,1,0,1,3,1,4,9,84,2,0,0,Not Applicable,4,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028913,2024-08-30,Highway,State Infrastructure,106.75,4.35,Medium,Metro Corporation,Andhra Pradesh,Tirupati,Urban,2.33,1.03,Residential,Residential,142.4,132.46,Low,1.24,4,3,2,1,0,0,High,0,0,0,0,None,0,0,1,0,0,1,Completed,1,0,2,1,100.09,83.41,46.62,1,5,1,1,2,2,2,5,80,231,5,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,DOCUMENTATION
LA028914,2024-09-25,Dam,Regional Infrastructure,184.85,53.97,Critical,Metro Corporation,Madhya Pradesh,Gwalior,Rural,1.68,0.81,Mixed,Mixed,85.4,69.48,Moderate,0.57,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,100.21,91.46,6.9,1,3,1,1,2,3,0,7,69,263,3,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028915,2022-03-18,Highway,National Infrastructure,123.45,38.77,High,Metro Corporation,Maharashtra,Aurangabad,Semi-Urban,2.32,1.17,Residential,Residential,47.91,39.96,Moderate,0.6,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,82.66,66.55,16.66,1,5,1,0,0,8,2,3,28,127,1,0,0,Not Applicable,0,Not Required,Low,0,0,INTER_DEPARTMENT
LA028916,2024-11-11,Airport,State Infrastructure,52.4,10.0,Medium,Urban Development Authority,Gujarat,Gandhinagar,Rural,3.1,1.78,Industrial,Institutional,103.81,108.42,High,1.3,2,1,0,1,0,1,Moderate,0,0,0,0,None,0,0,0,1,1,1,Pending,1,0,1,0,122.93,114.62,8.63,1,6,1,1,2,4,0,4,83,191,1,0,0,Not Applicable,3,Completed,Low,1,278,ADMINISTRATIVE_APPROVAL
LA028917,2024-09-10,Urban Infrastructure,National Infrastructure,181.5,17.45,Normal,State Irrigation Dept,Haryana,Rohtak,Semi-Urban,3.51,1.35,Government,Institutional,124.84,124.37,High,3.32,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,166.59,,146.96,1,4,1,1,2,2,0,2,44,141,2,0,0,Not Applicable,4,Re-hearing Required,Low,1,189,ADMINISTRATIVE_APPROVAL
LA028918,2023-09-15,Highway,National Infrastructure,140.64,7.52,Critical,Indian Railways,Telangana,Warangal,Semi-Urban,2.86,1.46,Industrial,Mixed,149.26,124.64,Moderate,0.07,3,2,1,1,1,0,Low,0,1,2,210,District Court,0,0,0,0,1,1,Completed,1,1,0,0,69.16,63.46,26.97,1,5,1,1,1,4,0,4,43,176,2,0,0,Not Applicable,2,Re-hearing Required,Low,1,162,OWNERSHIP_CONFLICT
LA028919,2022-01-21,Highway,National Infrastructure,943.98,26.92,Medium,Metro Corporation,Gujarat,Surat,Rural,1.53,1.3,Industrial,Residential,79.12,77.69,High,0.21,4,3,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,93.69,92.23,14.24,1,5,1,1,0,3,0,3,35,88,2,0,0,Not Applicable,1,Scheduled,Low,0,0,COMPENSATION
LA028920,2022-04-19,Metro,National Infrastructure,69.23,34.16,Normal,Indian Railways,Bihar,Patna,Urban,3.13,1.41,Government,Institutional,180.12,159.4,Moderate,1.59,1,0,0,0,0,0,High,1,0,0,0,None,0,0,1,0,1,1,Pending,0,0,1,1,105.29,103.55,48.42,1,2,1,1,4,2,3,5,102,315,4,0,0,Not Applicable,5,Completed,Low,1,311,ADMINISTRATIVE_APPROVAL
LA028921,2024-11-22,Highway,Regional Infrastructure,566.48,8.54,Normal,Power Utility,Jharkhand,Jamshedpur,Rural,4.13,2.71,Industrial,Institutional,316.77,250.25,Moderate,0.25,2,1,0,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,0,1,0,0,255.37,247.44,151.52,1,2,1,1,1,4,2,2,10,140,10,1,1,Approved,5,Scheduled,Low,0,0,INTER_DEPARTMENT
LA028922,2023-03-05,Power Transmission,State Infrastructure,280.05,14.69,High,Metro Corporation,Andhra Pradesh,Nellore,Rural,3.95,2.41,Commercial,Commercial,317.72,275.2,High,1.75,2,1,2,1,1,0,Low,0,0,0,0,None,0,0,0,0,1,0,Completed,1,0,3,0,85.02,72.21,55.41,1,5,1,1,1,5,1,4,47,168,4,0,0,Not Applicable,2,Re-hearing Required,Low,1,262,ADMINISTRATIVE_APPROVAL
LA028923,2023-12-16,Highway,State Infrastructure,36.63,22.86,Medium,State PWD,Odisha,Cuttack,Semi-Urban,6.14,3.21,Industrial,Industrial,488.3,427.71,Moderate,1.74,2,1,5,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,214.26,200.24,97.22,1,3,1,1,0,2,0,1,77,139,3,0,0,Not Applicable,6,Completed,Low,1,160,COMPENSATION
LA028924,2024-04-26,Highway,National Infrastructure,54.52,29.03,High,Indian Railways,Andhra Pradesh,Nellore,Rural,6.9,2.96,Government,Industrial,198.45,191.68,Low,0.39,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Under Verification,1,0,0,0,461.68,437.39,315.28,1,6,1,1,0,6,0,1,23,77,1,0,0,Not Applicable,3,Completed,Low,1,96,COMPENSATION
LA028925,2025-12-13,Airport,Regional Infrastructure,108.18,29.06,High,Power Utility,Punjab,Patiala,Rural,25.55,16.37,Commercial,Industrial,1178.4,975.78,Moderate,0.21,5,4,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,3,0,597.88,577.57,411.58,1,5,1,1,1,3,2,3,29,185,1,0,0,Not Applicable,0,Not Required,Low,1,168,ADMINISTRATIVE_APPROVAL
LA028926,2023-08-11,Industrial Corridor,National Infrastructure,89.01,31.18,Medium,Power Utility,Andhra Pradesh,Tirupati,Rural,2.49,0.99,Government,Residential,56.8,52.04,High,0.66,4,3,1,1,0,0,High,1,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,106.14,86.1,61.57,1,5,1,1,0,1,2,5,25,67,0,0,0,Not Applicable,2,Scheduled,Low,0,0,COMPENSATION
LA028927,2022-03-29,Railway,National Infrastructure,358.9,10.74,Medium,Indian Railways,Karnataka,Mysuru,Rural,15.94,8.9,Mixed,Industrial,1177.0,1047.01,Low,0.62,4,3,0,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Under Verification,1,0,0,0,630.93,559.38,107.24,1,5,1,1,2,1,1,8,47,184,3,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028928,2025-11-16,Highway,Regional Infrastructure,119.32,7.45,Normal,State PWD,Madhya Pradesh,Bhopal,Semi-Urban,10.45,5.61,Residential,Institutional,374.37,341.62,High,6.61,2,1,4,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,682.35,560.82,6.43,1,3,1,0,3,2,1,5,91,298,4,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA028929,2023-09-07,Railway,State Infrastructure,366.92,71.85,High,Urban Development Authority,Uttar Pradesh,Agra,Rural,1.64,1.53,Industrial,Residential,110.42,109.11,Moderate,2.7,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Pending,1,0,1,0,42.85,35.93,16.88,1,4,1,1,0,3,2,4,33,168,3,0,0,Not Applicable,2,Completed,Low,0,0,COMPENSATION
LA028930,2022-07-10,Highway,State Infrastructure,366.34,22.94,Medium,Urban Development Authority,Odisha,Puri,Rural,2.13,1.05,Agricultural,Institutional,56.39,47.98,Moderate,0.49,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,89.13,78.29,34.87,1,2,1,1,1,4,0,6,31,279,0,0,0,Not Applicable,1,Scheduled,Low,1,119,ADMINISTRATIVE_APPROVAL
LA028931,2025-03-20,Highway,Regional Infrastructure,174.58,10.83,High,NHAI,Haryana,Hisar,Rural,1.34,0.82,Government,Mixed,90.31,74.07,Moderate,8.02,2,1,0,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,43.04,37.99,31.07,1,2,1,1,0,6,0,6,130,224,4,0,0,Not Applicable,2,Completed,Low,0,0,LAND_RECORD
LA028932,2025-03-03,Metro,National Infrastructure,304.8,18.58,High,Power Utility,Andhra Pradesh,Guntur,Rural,1.39,0.79,Mixed,Institutional,64.84,56.15,Moderate,1.05,5,4,2,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,51.92,44.49,4.0,1,6,1,1,1,4,2,2,80,159,1,0,0,Not Applicable,2,Completed,Low,1,279,COMPENSATION
